Product ID;Active (0/1);Name;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unit for the unit price;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature (Name:Value:Position:Customized);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Action when out of stock;ID / Name of shop;Advanced Stock Management;Depends on stock;Warehouse
54;1;JEAN;HOMME,OUTLET,OUTLET,OUTLET HOMME,Bas;165;;0.000000;;;;;;ACNJE30Y144G-NOIR;;;ACNE STUDIOS;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Jean Noir - ACNE;;;jean;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/9504/jean.jpg,http://www.le66.fr/9505/jean.jpg,http://www.le66.fr/9506/jean.jpg;0;Couleur:NOIR:1:1,Collection:PH15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
83;1;PULL DESTROY;HOMME,OUTLET,OUTLET,OUTLET HOMME,Pulls & Vestes;1666.67;;0.000000;;;;;;ADDMAAP4864G-KAKI;;;ADIDAS ORIGINALS;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Pull destroy Vert - Maille - ADIDAS;;;pull-destroy;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15740/pull-destroy.jpg,http://www.le66.fr/15741/pull-destroy.jpg,http://www.le66.fr/15742/pull-destroy.jpg,http://www.le66.fr/15743/pull-destroy.jpg;0;Couleur:VERT:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
84;1;JOGGING LOOSE;HOMME,OUTLET,OUTLET,OUTLET HOMME,Bas;375;;0.000000;;;;;;ADDPAAP4768G-MARR;;;ADIDAS ORIGINALS;;;0.000000;0.000000;0.000000;0.000000;0.000000;3;1;both;0.00;;;;;;Jogging loose Marron - Joggings - ADIDAS;;;jogging-loose;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15009/jogging-loose.jpg,http://www.le66.fr/15010/jogging-loose.jpg,http://www.le66.fr/15011/jogging-loose.jpg,http://www.le66.fr/15012/jogging-loose.jpg,http://www.le66.fr/15013/jogging-loose.jpg,http://www.le66.fr/15014/jogging-loose.jpg;0;Couleur:MARRON:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
85;1;JOGGING SLIM;HOMME,OUTLET,OUTLET,OUTLET HOMME,Bas;366.67;;0.000000;;;;;;ADDPAAP4769G-COGN;;;ADIDAS ORIGINALS;;;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;both;0.00;;;;;;Jogging slim Marron - Joggings - ADIDAS;;;jogging-slim;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15015/jogging-slim.jpg,http://www.le66.fr/15016/jogging-slim.jpg,http://www.le66.fr/15017/jogging-slim.jpg,http://www.le66.fr/15018/jogging-slim.jpg,http://www.le66.fr/15019/jogging-slim.jpg,http://www.le66.fr/15020/jogging-slim.jpg;0;Couleur:MARRON:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
86;1;BOMBER EN NYLON;HOMME,OUTLET,OUTLET,OUTLET HOMME,Pulls & Vestes;1333.33;;0.000000;;;;;;ADDPMAO4596G-NOIR;;;ADIDAS ORIGINALS;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Nylon bomber Noir - Manteaux & blousons - ADIDAS;;;bomber-en-nylon;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15021/bomber-en-nylon.jpg,http://www.le66.fr/15022/bomber-en-nylon.jpg,http://www.le66.fr/15023/bomber-en-nylon.jpg,http://www.le66.fr/15024/bomber-en-nylon.jpg,http://www.le66.fr/15025/bomber-en-nylon.jpg;0;Couleur:NOIR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
87;1;TRENCH CAMO;HOMME,OUTLET,OUTLET,OUTLET HOMME,Pulls & Vestes;1833.33;;0.000000;;;;;;ADDPMAO4600G-ASSO;;;ADIDAS ORIGINALS;;;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;both;0.00;;;;;;Trench camo Multicolor - Manteaux & blousons - ADIDAS;;;trench-camo;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15026/trench-camo.jpg,http://www.le66.fr/15027/trench-camo.jpg,http://www.le66.fr/15028/trench-camo.jpg,http://www.le66.fr/15029/trench-camo.jpg,http://www.le66.fr/15030/trench-camo.jpg;0;Couleur:MULTICOLOR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
89;1;SWEAT OVERSIZE MANCHE 3/4;HOMME,OUTLET,OUTLET,OUTLET HOMME,Pulls & Vestes;375;;0.000000;;;;;;ADDSWAP4891G-MARR;;;ADIDAS ORIGINALS;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Sweat oversize manche 3/4 Marron - Sweats - ADIDAS;;;sweat-oversize-manche-3-4;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15068/sweat-oversize-manche-3-4.jpg,http://www.le66.fr/15070/sweat-oversize-manche-3-4.jpg,http://www.le66.fr/15069/sweat-oversize-manche-3-4.jpg,http://www.le66.fr/15071/sweat-oversize-manche-3-4.jpg;0;Couleur:MARRON:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
90;1;SWEAT BASIQUE OVERSIZE;HOMME,OUTLET,OUTLET,OUTLET HOMME,Pulls & Vestes;316.67;;0.000000;;;;;;ADDSWAP4898G-MARR;;;ADIDAS ORIGINALS;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;Basique sweat oversize Marron - Sweats - ADIDAS;;;sweat-basique-oversize;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15451/sweat-basique-oversize.jpg,http://www.le66.fr/15453/sweat-basique-oversize.jpg,http://www.le66.fr/15452/sweat-basique-oversize.jpg,http://www.le66.fr/15066/sweat-basique-oversize.jpg,http://www.le66.fr/15067/sweat-basique-oversize.jpg;0;Couleur:MARRON:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
162;1;PETIT NEW STANDARD JEAN 5 POCHES;HOMME,Denim,Jeans droits,A.P.C.;129.17;;0.000000;;;;;;APCCOZZKM09G-INDI;;;A.P.C.;;;0.000000;0.000000;0.000000;0.000000;0.000000;6;1;both;0.00;;;;;;Petit new standard jean 5 poches Violet - APC;;;petit-new-standard-jean-5-poches;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/12461/petit-new-standard-jean-5-poches.jpg,http://www.le66.fr/12462/petit-new-standard-jean-5-poches.jpg,http://www.le66.fr/12463/petit-new-standard-jean-5-poches.jpg,http://www.le66.fr/12464/petit-new-standard-jean-5-poches.jpg,http://www.le66.fr/12465/petit-new-standard-jean-5-poches.jpg,http://www.le66.fr/12466/petit-new-standard-jean-5-poches.jpg;0;Couleur:VIOLET:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
736;1;CHEMISE DESTRUCTUREE;HOMME,GOLDEN GOOSE DELUXE BRAND,OUTLET,OUTLET,OUTLET HOMME,Chemises;233.33;;0.000000;;;;;;GGECH27U521G-BLEU;;;GOLDEN GOOSE DELUXE BRAND;;;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;both;0.00;;;;;;Chemise destructuree Bleu - GOLDEN GOOSE;;;chemise-destructuree;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/4585/chemise-destructuree.jpg,http://www.le66.fr/4586/chemise-destructuree.jpg,http://www.le66.fr/4592/chemise-destructuree.jpg,http://www.le66.fr/4598/chemise-destructuree.jpg,http://www.le66.fr/4604/chemise-destructuree.jpg;0;Couleur:BLEU:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
760;1;SNEAKERS RUNNING BASSES;HOMME,Sneakers,GOLDEN GOOSE DELUXE BRAND;283.33;;0.000000;;;;;;GGECS27U593G-NAVY;;;GOLDEN GOOSE DELUXE BRAND;;;0.000000;0.000000;0.000000;0.000000;0.000000;7;1;both;0.00;;;;;;Sneakers running basses Bleu - GOLDEN GOOSE;;;sneakers-running-basses;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14653/sneakers-running-basses.jpg,http://www.le66.fr/14655/sneakers-running-basses.jpg,http://www.le66.fr/14656/sneakers-running-basses.jpg,http://www.le66.fr/14654/sneakers-running-basses.jpg;0;Couleur:BLEU:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
765;1;SNEAKERS 2.12 MONTANTES;HOMME,Sneakers,GOLDEN GOOSE DELUXE BRAND;291.67;;0.000000;;;;;;GGECS27U599G-NOIR;;;GOLDEN GOOSE DELUXE BRAND;;;0.000000;0.000000;0.000000;0.000000;0.000000;3;1;both;0.00;;;;;;Sneakers 2.12 montantes Noir - GOLDEN GOOSE;;;sneakers-212-montantes;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14657/sneakers-212-montantes.jpg,http://www.le66.fr/14659/sneakers-212-montantes.jpg,http://www.le66.fr/14660/sneakers-212-montantes.jpg,http://www.le66.fr/14658/sneakers-212-montantes.jpg;0;Couleur:NOIR:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
766;1;SNEAKERS 2.12 MONTANTES;HOMME,Sneakers,GOLDEN GOOSE DELUXE BRAND;308.33;;0.000000;;;;;;GGECS27U599G-VERT;;;GOLDEN GOOSE DELUXE BRAND;;;0.000000;0.000000;0.000000;0.000000;0.000000;10;1;both;0.00;;;;;;Sneakers 2.12 montantes Vert - GOLDEN GOOSE;;;sneakers-212-montantes;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14661/sneakers-212-montantes.jpg,http://www.le66.fr/14663/sneakers-212-montantes.jpg,http://www.le66.fr/14662/sneakers-212-montantes.jpg;0;Couleur:VERT:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
767;1;SNEAKERS SEASTAR PLATES;HOMME,Sneakers,GOLDEN GOOSE DELUXE BRAND;262.5;;0.000000;;;;;;GGECS27U637G-GRIS;;;GOLDEN GOOSE DELUXE BRAND;;;0.000000;0.000000;0.000000;0.000000;0.000000;9;1;both;0.00;;;;;;Sneakers seastar plates Gris - GOLDEN GOOSE;;;sneakers-seastar-plates;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14664/sneakers-seastar-plates.jpg,http://www.le66.fr/14666/sneakers-seastar-plates.jpg,http://www.le66.fr/14665/sneakers-seastar-plates.jpg;0;Couleur:GRIS:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
775;1;PANTALON JOG CLASSIQUE;HOMME,OUTLET,OUTLET,OUTLET HOMME,Bas;308.33;;0.000000;;;;;;GGEPA27U508G-GRIS;;;GOLDEN GOOSE DELUXE BRAND;;;0.000000;0.000000;0.000000;0.000000;0.000000;3;1;both;0.00;;;;;;Pantalon jog classique Gris - GOLDEN GOOSE;;;pantalon-jog-classique;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15891/pantalon-jog-classique.jpg,http://www.le66.fr/15892/pantalon-jog-classique.jpg,http://www.le66.fr/15893/pantalon-jog-classique.jpg,http://www.le66.fr/15894/pantalon-jog-classique.jpg;0;Couleur:GRIS:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1170;1;PULL DEGRADE;HOMME,OUTLET,OUTLET,OUTLET HOMME,Pulls & Vestes;384.17;;0.000000;;;;;;MARMAGCMGS0G-BLEU;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;both;0.00;;;;;;Pull col rond Bleu - MARNI;;;pull-degrade;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/6584/pull-degrade.jpg,http://www.le66.fr/6593/pull-degrade.jpg,http://www.le66.fr/6594/pull-degrade.jpg,http://www.le66.fr/6609/pull-degrade.jpg,http://www.le66.fr/6610/pull-degrade.jpg,http://www.le66.fr/6625/pull-degrade.jpg;0;Couleur:BLEU:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1175;1;CHEMISE;HOMME,MARNI,OUTLET,OUTLET,OUTLET HOMME,Chemises;216.67;;0.000000;;;;;;MARPOCUMUCOG-ASSO;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Chemise Multicolor - MARNI;;;chemise;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/10003/chemise.jpg,http://www.le66.fr/10005/chemise.jpg,http://www.le66.fr/10008/chemise.jpg,http://www.le66.fr/10009/chemise.jpg,http://www.le66.fr/10012/chemise.jpg;0;Couleur:MULTICOLOR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1176;1;TSHIRT;HOMME,OUTLET,OUTLET,OUTLET HOMME,T-shirts;200.83;;0.000000;;;;;;MARPOHUMUH1G-VERT;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Tshirt Vert - MARNI;;;tshirt;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/6680/tshirt.jpg,http://www.le66.fr/6682/tshirt.jpg,http://www.le66.fr/6697/tshirt.jpg,http://www.le66.fr/6705/tshirt.jpg;0;Couleur:VERT:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1399;1;SNEAKERS;HOMME,Sneakers,NEW BALANCE;128.33;;0.000000;;;;;;NWBCS451941G-JAUN;;;NEW BALANCE;;;0.000000;0.000000;0.000000;0.000000;0.000000;10;1;both;0.00;;;;;;Sneakers Jaune - NEW BALANCE;;;sneakers;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14729/sneakers.jpg,http://www.le66.fr/14731/sneakers.jpg,http://www.le66.fr/14730/sneakers.jpg;0;Couleur:JAUNE:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1520;1;SNEAKERS SUEDE CLASSIC+;FEMME,HOMME,Sneakers,Sneakers,Tennis,Sneakers,PUMA;58.33;;0.000000;;;;;;PMACS634B66G-GRIS;;;PUMA;;;0.000000;0.000000;0.000000;0.000000;0.000000;4;1;both;0.00;;;;;;Sneakers suede classic+ Gris - PUMA;;;sneakers-suede-classic;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/17422/sneakers-suede-classic.jpg,http://www.le66.fr/17423/sneakers-suede-classic.jpg,http://www.le66.fr/17420/sneakers-suede-classic.jpg,http://www.le66.fr/17421/sneakers-suede-classic.jpg,http://www.le66.fr/17419/sneakers-suede-classic.jpg,http://www.le66.fr/17424/sneakers-suede-classic.jpg;0;Couleur:GRIS:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1619;1;VESTE BICOLOR;HOMME,OUTLET,OUTLET,OUTLET HOMME,Pulls & Vestes;731.67;;0.000000;;;;;;RICPMDU15F5G-GRIS;;;DRKSHDW RICK OWENS;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Veste bicolor Gris - RICK OWENS;;;veste-bicolor;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14062/veste-bicolor.jpg,http://www.le66.fr/14063/veste-bicolor.jpg,http://www.le66.fr/14064/veste-bicolor.jpg,http://www.le66.fr/14065/veste-bicolor.jpg,http://www.le66.fr/14066/veste-bicolor.jpg,http://www.le66.fr/14067/veste-bicolor.jpg;0;Couleur:GRIS:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1622;1;TSHIRT LONG;HOMME,OUTLET,OUTLET,OUTLET HOMME,T-shirts;209.17;;0.000000;;;;;;RICPO15F526G-GRIS;;;DRKSHDW RICK OWENS;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Tshirt long ml Gris - RICK OWENS;;;tshirt-long;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/13265/tshirt-long.jpg,http://www.le66.fr/13266/tshirt-long.jpg,http://www.le66.fr/13267/tshirt-long.jpg;0;Couleur:GRIS:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1623;1;TSHIRT DOUBLE MANCHE;HOMME,OUTLET,OUTLET,OUTLET HOMME,T-shirts;333.33;;0.000000;;;;;;RICPO5F5269G-NOIR;;;DRKSHDW RICK OWENS;;;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;both;0.00;;;;;;Tshirt ml double manche Noir - RICK OWENS;;;tshirt-double-manche;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/13268/tshirt-double-manche.jpg,http://www.le66.fr/13269/tshirt-double-manche.jpg,http://www.le66.fr/13270/tshirt-double-manche.jpg;0;Couleur:NOIR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1765;1;T-SHIRT BOUTONNE;HOMME,Hauts,Tops,T BY ALEXANDER WANG;182.5;;0.000000;;;;;;TBAPO500302G-ASSO;;;T BY ALEXANDER WANG;;;0.000000;0.000000;0.000000;0.000000;0.000000;6;1;both;0.00;;;;;;Top ml Multicolor - T BY A.WANG;;;t-shirt-boutonne;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/22145/t-shirt-boutonne.jpg,http://www.le66.fr/22146/t-shirt-boutonne.jpg,http://www.le66.fr/22147/t-shirt-boutonne.jpg;0;Couleur:MULTICOLOR:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1858;1;CLASSIC MINI DECO;HOMME,Chaussures,CHAUSSURE DE VILLE,UGG;150;;0.000000;;;;;;UGGCS100394G-MARR;;;UGG;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Classic mini deco Marron - UGG;;;classic-mini-deco;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14823/classic-mini-deco.jpg,http://www.le66.fr/14826/classic-mini-deco.jpg,http://www.le66.fr/14824/classic-mini-deco.jpg,http://www.le66.fr/14825/classic-mini-deco.jpg;0;Couleur:MARRON:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1859;1;CLASSIC MINI DECO;HOMME,Chaussures,CHAUSSURE DE VILLE,UGG;150;;0.000000;;;;;;UGGCS100394G-NOIR;;;UGG;;;0.000000;0.000000;0.000000;0.000000;0.000000;3;1;both;0.00;;;;;;Classic mini deco Noir - UGG;;;classic-mini-deco;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/14827/classic-mini-deco.jpg,http://www.le66.fr/14829/classic-mini-deco.jpg,http://www.le66.fr/14828/classic-mini-deco.jpg;0;Couleur:NOIR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1864;1;MUNROE TL;HOMME,Chaussures,CHAUSSURE DE VILLE,UGG,SOLDES -50%,TOUS LES SOLDES;175;;0.000000;;;;;;UGGCS100814G-NOIR;;;UGG;;;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;both;0.00;;;;;;Munroe tl Noir - UGG;;;munroe-tl;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/17265/munroe-tl.jpg,http://www.le66.fr/16615/munroe-tl.jpg,http://www.le66.fr/16616/munroe-tl.jpg,http://www.le66.fr/16614/munroe-tl.jpg,http://www.le66.fr/16613/munroe-tl.jpg,http://www.le66.fr/16617/munroe-tl.jpg;0;Couleur:NOIR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1875;1;U OLD SKOOL;HOMME,OUTLET,OUTLET,OUTLET HOMME,Chaussures & Sneakers;58.33;;0.000000;;;;;;VANCSV1R1GEG-BORD;;;VANS;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;U old skool Bordeaux - VANS;;;u-old-skool;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/17130/u-old-skool.jpg,http://www.le66.fr/17128/u-old-skool.jpg,http://www.le66.fr/17129/u-old-skool.jpg,http://www.le66.fr/17127/u-old-skool.jpg,http://www.le66.fr/17131/u-old-skool.jpg;0;Couleur:BORDEAUX:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1877;1;RUNNING BASSES TESELLA;HOMME,Sneakers,VANS;104.17;;0.000000;;;;;;VANCSVOAHSFG-BLEU;;;VANS;;;0.000000;0.000000;0.000000;0.000000;0.000000;5;1;both;0.00;;;;;;Running tesella Bleu - VANS;;;running-basses-tesella;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/17142/running-basses-tesella.jpg,http://www.le66.fr/17139/running-basses-tesella.jpg,http://www.le66.fr/17140/running-basses-tesella.jpg,http://www.le66.fr/17141/running-basses-tesella.jpg,http://www.le66.fr/17138/running-basses-tesella.jpg,http://www.le66.fr/17143/running-basses-tesella.jpg;0;Couleur:BLEU:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1878;1;RUNNING BASSES TESELLA;HOMME,Sneakers,VANS;104.17;;0.000000;;;;;;VANCSVOAHXSG-NOIR;;;VANS;;;0.000000;0.000000;0.000000;0.000000;0.000000;8;1;both;0.00;;;;;;Running basse tesella Noir - VANS;;;running-basses-tesella;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/17148/running-basses-tesella.jpg,http://www.le66.fr/17145/running-basses-tesella.jpg,http://www.le66.fr/17146/running-basses-tesella.jpg,http://www.le66.fr/17147/running-basses-tesella.jpg,http://www.le66.fr/17144/running-basses-tesella.jpg,http://www.le66.fr/17149/running-basses-tesella.jpg;0;Couleur:NOIR:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1880;1;U SK8 HI REISSUE;FEMME,HOMME,Sneakers,Sneakers,VANS,Baskets blanches,Baskets blanches;83.33;;0.000000;;;;;;VANCSVZA0EWG-BLAN;;;VANS;;;0.000000;0.000000;0.000000;0.000000;0.000000;3;1;both;0.00;;;;;;U sk8 hi reissue Blanc - VANS;;;u-sk8-hi-reissue;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/15411/u-sk8-hi-reissue.jpg,http://www.le66.fr/15410/u-sk8-hi-reissue.jpg,http://www.le66.fr/15406/u-sk8-hi-reissue.jpg,http://www.le66.fr/15407/u-sk8-hi-reissue.jpg,http://www.le66.fr/15409/u-sk8-hi-reissue.jpg,http://www.le66.fr/15412/u-sk8-hi-reissue.jpg;0;Couleur:BLANC:1:1,Collection:E16:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1882;1;U SK8 HI REISSUE;FEMME,HOMME,VANS,OUTLET,OUTLET,OUTLET,OUTLET FEMME,OUTLET HOMME,Chaussures & sneakers,Chaussures & Sneakers;70.83;;0.000000;;;;;;VANCSVZA0H0G-NOIR;;;VANS;;;0.000000;0.000000;0.000000;0.000000;0.000000;4;1;both;0.00;;;;;;U sk8 hi reissue Noir - VANS;;;u-sk8-hi-reissue;;;1;0000-00-00;2015-08-26;1;http://www.le66.fr/17172/u-sk8-hi-reissue.jpg,http://www.le66.fr/17169/u-sk8-hi-reissue.jpg,http://www.le66.fr/17170/u-sk8-hi-reissue.jpg,http://www.le66.fr/17171/u-sk8-hi-reissue.jpg,http://www.le66.fr/17173/u-sk8-hi-reissue.jpg,http://www.le66.fr/17168/u-sk8-hi-reissue.jpg;0;Couleur:NOIR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1913;1;CHEMISE EN CHAMBRAY ISHERWOOD;HOMME,OUTLET,OUTLET,OUTLET HOMME,Chemises;134.17;;0.000000;;;;;;ACNCH21T153G-INDI;;;ACNE STUDIOS;;;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;both;0.00;;;;;;Chemise chambray isherwood tw de Violet - ACNE;;;chemise-en-chambray-isherwood;;;1;0000-00-00;2015-10-08;1;http://www.le66.fr/12438/chemise-en-chambray-isherwood.jpg,http://www.le66.fr/12439/chemise-en-chambray-isherwood.jpg,http://www.le66.fr/12440/chemise-en-chambray-isherwood.jpg;0;Couleur:VIOLET:1:1,Collection:PH15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
1965;1;PETIT STANDARD JEAN 5 POCHES;HOMME,Denim,Jeans droits,A.P.C.,French Touch ;133.33;;0.000000;;;;;;APCPACOBACMG-NOIR;;;A.P.C.;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Petit standard jean 5 poches Noir - APC;;;petit-standard-jean-5-poches;;;1;0000-00-00;2015-10-08;1;http://www.le66.fr/22070/petit-standard-jean-5-poches.jpg,http://www.le66.fr/22071/petit-standard-jean-5-poches.jpg,http://www.le66.fr/22072/petit-standard-jean-5-poches.jpg,http://www.le66.fr/22074/petit-standard-jean-5-poches.jpg,http://www.le66.fr/22075/petit-standard-jean-5-poches.jpg,http://www.le66.fr/22073/petit-standard-jean-5-poches.jpg;0;Couleur:NOIR:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
2109;1;CASQUE AUDIO FRENDS;FEMME,HOMME,Goodies,Goodies,FRENDS,Saint-Valentin Cadeaux pour lui;183.33;;0.000000;;;;;;FRDDVTAYLORG-BLEU;;;FRENDS;;;0.000000;0.000000;0.000000;0.000000;0.000000;2;1;both;0.00;;;;;;Casque frends with benefit Bleu - HOMME - FRENDS;;;casque-audio-frends;;;1;0000-00-00;2015-10-08;1;http://www.le66.fr/21949/casque-audio-frends.jpg,http://www.le66.fr/16553/casque-audio-frends.jpg,http://www.le66.fr/21950/casque-audio-frends.jpg,http://www.le66.fr/21951/casque-audio-frends.jpg;0;Couleur:BLEU:1:1,Collection:E16:2:1,Genre:Femme:3:1;;new;;;;2;1;;;
2110;1;CASQUE AUDIO FRENDS;HOMME,Ecouteurs,FRENDS;183.33;;0.000000;;;;;;FRDDVTAYLORG-GOLD;;;FRENDS;;;0.000000;0.000000;0.000000;0.000000;0.000000;4;1;both;0.00;;;;;;Casque frends with benefit Dore - HOMME - FRENDS;;;casque-audio-frends;;;1;0000-00-00;2015-10-08;1;http://www.le66.fr/17867/casque-audio-frends.jpg,http://www.le66.fr/17868/casque-audio-frends.jpg,http://www.le66.fr/17869/casque-audio-frends.jpg,http://www.le66.fr/17870/casque-audio-frends.jpg;0;Couleur:DORE:1:1,Collection:E16:2:1,Genre:Femme:3:1;;new;;;;2;1;;;
2121;1;CHEMISE NOEUD PAP;HOMME,OUTLET,OUTLET,OUTLET HOMME,Chemises;233.33;;0.000000;;;;;;GGECH27U523G-BLAN;;;GOLDEN GOOSE DELUXE BRAND;;;0.000000;0.000000;0.000000;0.000000;0.000000;3;1;both;0.00;;;;;;Chemise noeud pap Blanc - Chemises manches longues - GOLDEN GOOSE;;;chemise-noeud-pap;;;1;0000-00-00;2015-10-08;1;http://www.le66.fr/15882/chemise-noeud-pap.jpg,http://www.le66.fr/15883/chemise-noeud-pap.jpg,http://www.le66.fr/15884/chemise-noeud-pap.jpg,http://www.le66.fr/15885/chemise-noeud-pap.jpg;0;Couleur:BLANC:1:1,Collection:H15:2:1,Genre:Homme:3:1;;new;;;;2;1;;;
